sex,age,agegr,placesize,region,edu,eduspec,socprof,unempdur,income,marital,mmarr,ymarr,msepdiv,ysepdiv,ls,depress,trust,trustfam,trustneigh,sport,nofriend,smoke,nociga,alcabuse,alcsol,workab,wkabdur,wkabint,wkabintdur,emcc,englang,height,weight,bmi,id
MALE,69,65+,RURAL AREAS,Mazowieckie,PRIMARY/NO EDUCATION,no specialisation,RETIRED,0,1012.0,MARRIED,4.0,1969.0,,,MOSTLY SATISFIED,6.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,4,NO,-8,NO,NO,NO,-8,NO,,,NONE,175.0,85.0,27.755102040816308,2029
FEMALE,40,35-44,"URBAN BELOW 20,000",Swietokrzyskie,POST-SECONDARY OR HIGHER,biological sciences,EMPLOYED IN PUBLIC SECTOR,0,-8.0,MARRIED,8.0,1997.0,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,5,NO,-8,NO,NO,NO,-8,NO,,,NONE,164.0,65.0,24.1671624033314,2234
FEMALE,27,25-34,RURAL AREAS,Podkarpackie,SECONDARY,healthcare,UNEMPLOYED,20,,MARRIED,11.0,2003.0,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,25,NO,-8,NO,NO,NO,-8,NO,,,PASSIVE,164.0,54.0,20.0773349196907,2101
FEMALE,26,25-34,"URBAN 500,000 AND OVER",Wielkopolskie,POST-SECONDARY OR HIGHER,economy and administration,EMPLOYED IN PRIVATE SECTOR,0,2000.0,SINGLE,,,,,PLEASED,1.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,3,NO,-8,NO,NO,NO,-8,NO,,,NONE,168.0,52.0,18.424036281179106,503
FEMALE,41,35-44,RURAL AREAS,Lodzkie,POST-SECONDARY OR HIGHER,social sciences,EMPLOYED IN PRIVATE SECTOR,0,4500.0,MARRIED,10.0,1996.0,,,MOSTLY SATISFIED,4.0,ONE CAN`T BE TOO CAREFUL,NO,NO OPINION,NO,2,NO,-8,NO,NO,NO,-8,NO,,,PASSIVE,167.0,60.0,21.513858510523896,4197
MALE,22,16-24,RURAL AREAS,Lodzkie,VOCATIONAL/GRAMMAR,no specialisation,EMPLOYED IN PRIVATE SECTOR,0,1000.0,SINGLE,,,,,MIXED,1.0,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,NO,5,YES,20,NO,NO,NO,-8,"YES, TO EU COUNTRY",IT DEPENDS,NETHERLANDS,NONE,180.0,80.0,24.6913580246914,783
FEMALE,64,60-64,RURAL AREAS,Mazowieckie,PRIMARY/NO EDUCATION,no specialisation,LONG-TERM SICK/DISABLED,0,1290.0,MARRIED,12.0,1969.0,,,MIXED,14.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,0,NO,-8,NO,NO,NO,-8,NO,,,NONE,168.0,65.0,23.0300453514739,4249
FEMALE,19,16-24,RURAL AREAS,Swietokrzyskie,SECONDARY,no specialisation,OTHER ECONOMICALLY INACTIVE,0,,MARRIED,8.0,2010.0,,,PLEASED,,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,2,NO,-8,NO,NO,NO,-8,NO,,,NONE,170.0,56.0,19.3771626297578,1198
FEMALE,18,16-24,RURAL AREAS,Swietokrzyskie,VOCATIONAL/GRAMMAR,no specialisation,,-8,,SINGLE,,,,,MOSTLY DISSATISFIED,0.0,IT`S DIFFICULT TO TELL,YES,YES,YES,1,NO,-8,NO,NO,NO,-8,NO,,,NONE,163.0,60.0,22.582709172343698,2809
MALE,19,16-24,RURAL AREAS,Malopolskie,VOCATIONAL/GRAMMAR,no specialisation,PUPIL OR STUDENT,0,-8.0,SINGLE,,,,,MOSTLY SATISFIED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,10,NO,-8,NO,NO,,-8,NO,,,PASSIVE,187.0,85.0,24.3072435585805,2685
FEMALE,63,60-64,RURAL AREAS,Slaskie,SECONDARY,social sciences,RETIRED,24,980.0,MARRIED,1.0,1969.0,,,MOSTLY SATISFIED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,6,NO,-8,NO,NO,NO,-8,NO,,,NONE,156.0,70.0,28.7639710716634,667
MALE,41,35-44,RURAL AREAS,Opolskie,VOCATIONAL/GRAMMAR,technical science,EMPLOYED IN PRIVATE SECTOR,4,1500.0,MARRIED,4.0,1995.0,,,PLEASED,5.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,12,NO,-8,YES,NO,NO,-8,"YES, TO EU COUNTRY",IT DEPENDS,,ACTIVE,175.0,84.0,27.428571428571402,3790
MALE,54,45-59,"URBAN 20,000-100,000",Lubelskie,SECONDARY,technical science,UNEMPLOYED,5,1800.0,MARRIED,9.0,1982.0,,,PLEASED,6.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,-8,NO,-8,NO,NO,NO,-8,"YES, TO EU COUNTRY",IT DEPENDS,GREAT BRITAIN,NONE,180.0,75.0,23.148148148148106,200
FEMALE,17,16-24,"URBAN BELOW 20,000",Opolskie,PRIMARY/NO EDUCATION,no specialisation,PUPIL OR STUDENT,-8,-8.0,SINGLE,,,,,PLEASED,0.0,IT`S DIFFICULT TO TELL,YES,NO OPINION,YES,12,NO,-8,NO,NO,NO,-8,NO,,,NONE,176.0,78.0,25.1807851239669,2899
MALE,24,16-24,"URBAN 100,000-200,000",Lodzkie,POST-SECONDARY OR HIGHER,biological sciences,PUPIL OR STUDENT,-8,,SINGLE,,,,,PLEASED,8.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,5,YES,18,NO,NO,,-8,NO,,,ACTIVE,189.0,150.0,41.992105484169,1249
MALE,26,25-34,"URBAN 20,000-100,000",Lubelskie,SECONDARY,technical science,EMPLOYED IN PRIVATE SECTOR,-8,1500.0,SINGLE,,,,,MOSTLY SATISFIED,3.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,10,NO,-8,YES,NO,NO,-8,NO,,,PASSIVE,185.0,78.0,22.7903579254931,4253
FEMALE,52,45-59,"URBAN 20,000-100,000",Pomorskie,POST-SECONDARY OR HIGHER,pedagogics,EMPLOYED IN PUBLIC SECTOR,0,1950.0,MARRIED,11.0,1984.0,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,4,NO,-8,NO,NO,NO,-8,NO,,,PASSIVE,161.0,68.0,26.2335558041742,1477
MALE,20,16-24,RURAL AREAS,Zachodnio-pomorskie,VOCATIONAL/GRAMMAR,no specialisation,EMPLOYED IN PRIVATE SECTOR,0,1200.0,SINGLE,,,,,PLEASED,2.0,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,40,YES,20,NO,NO,NO,-8,"YES, TO EU COUNTRY",MORE THAN 2 YEARS,NETHERLANDS,NONE,189.0,86.0,24.0754738109235,2710
FEMALE,30,25-34,RURAL AREAS,Swietokrzyskie,SECONDARY,services for the population and transport services,SELF-EMPLOYED,0,1000.0,MARRIED,10.0,2003.0,,,MOSTLY SATISFIED,1.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,4,NO,-8,NO,NO,NO,-8,NO,,,NONE,170.0,62.0,21.453287197231802,3089
FEMALE,58,45-59,"URBAN 200,000-500,000",Podkarpackie,SECONDARY,"agriculture, forestry, fishing",RETIRED,-8,1000.0,MARRIED,3.0,1976.0,,,PLEASED,8.0,IT`S DIFFICULT TO TELL,YES,YES,NO,8,NO,-8,NO,NO,NO,-8,NO,,,NONE,164.0,82.0,30.487804878048802,2716
FEMALE,42,35-44,RURAL AREAS,Kujawsko-pomorskie,SECONDARY,no specialisation,UNEMPLOYED,24,-8.0,MARRIED,6.0,1991.0,,,PLEASED,2.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,4,NO,-8,NO,NO,NO,-8,NO,,,NONE,163.0,60.0,22.582709172343698,2368
MALE,24,16-24,RURAL AREAS,Malopolskie,SECONDARY,technical science,EMPLOYED IN PRIVATE SECTOR,0,1100.0,SINGLE,,,,,MIXED,3.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,17,NO,-8,NO,NO,NO,-8,NO,,,PASSIVE,175.0,82.0,26.775510204081602,1010
MALE,30,25-34,RURAL AREAS,Mazowieckie,PRIMARY/NO EDUCATION,no specialisation,OTHER ECONOMICALLY INACTIVE,0,,SINGLE,,,,,MOSTLY SATISFIED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,15,YES,25,NO,NO,NO,-8,NO,,,NONE,185.0,100.0,29.218407596785998,886
MALE,17,16-24,"URBAN BELOW 20,000",Dolnoslaskie,VOCATIONAL/GRAMMAR,no specialisation,PUPIL OR STUDENT,-8,,SINGLE,,,,,PLEASED,0.0,IT`S DIFFICULT TO TELL,YES,YES,NO,10,YES,20,NO,NO,,-8,NO,,,NONE,184.0,64.0,18.903591682419695,2911
FEMALE,17,16-24,"URBAN 100,000-200,000",Slaskie,VOCATIONAL/GRAMMAR,no specialisation,OTHER ECONOMICALLY INACTIVE,-8,,SINGLE,,,,,PLEASED,1.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,4,NO,-8,NO,NO,,-8,NO,,,ACTIVE,164.0,43.0,15.98750743605,1577
MALE,55,45-59,RURAL AREAS,Warminsko-mazurskie,SECONDARY,services for the population and transport services,,-8,-8.0,MARRIED,8.0,1979.0,,,PLEASED,4.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,2,YES,10,NO,NO,NO,-8,NO,,,NONE,178.0,88.0,27.774270925388198,4279
MALE,20,16-24,"URBAN BELOW 20,000",Warminsko-mazurskie,VOCATIONAL/GRAMMAR,production and processing,UNEMPLOYED,9,,SINGLE,,,,,MOSTLY SATISFIED,0.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,10,NO,-8,NO,NO,,-8,NO,,,NONE,174.0,60.0,19.8176773682124,1998
MALE,51,45-59,"URBAN 100,000-200,000",Slaskie,VOCATIONAL/GRAMMAR,architecture and construction,LONG-TERM SICK/DISABLED,24,1900.0,MARRIED,4.0,1983.0,,,PLEASED,1.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,36,NO,-8,NO,NO,NO,-8,NO,,,NONE,170.0,75.0,25.951557093425606,2434
MALE,68,65+,"URBAN 100,000-200,000",Opolskie,SECONDARY,technical science,RETIRED,0,2600.0,MARRIED,6.0,1971.0,,,PLEASED,6.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,12,NO,-8,NO,NO,NO,-8,NO,,,NONE,171.0,80.0,27.358845456721696,2896
FEMALE,36,35-44,"URBAN 500,000 AND OVER",Dolnoslaskie,POST-SECONDARY OR HIGHER,liberal arts,EMPLOYED IN PUBLIC SECTOR,0,1500.0,DIVORCED,1.0,1995.0,9.0,2005.0,MOSTLY SATISFIED,3.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,6,NO,-8,NO,NO,NO,-8,NO,,,NONE,163.0,54.0,20.3244382551093,4481
FEMALE,43,35-44,RURAL AREAS,Swietokrzyskie,SECONDARY,production and processing,EMPLOYED IN PUBLIC SECTOR,-8,-8.0,MARRIED,4.0,1990.0,,,MOSTLY SATISFIED,4.0,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,5,NO,-8,NO,NO,NO,-8,NO,,,NONE,165.0,64.0,23.5078053259871,112
MALE,52,45-59,"URBAN BELOW 20,000",Opolskie,POST-SECONDARY OR HIGHER,pedagogics,EMPLOYED IN PUBLIC SECTOR,-8,-8.0,MARRIED,8.0,1981.0,,,DELIGHTED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,12,NO,-8,NO,NO,YES,2,NO,,,ACTIVE,183.0,77.0,22.9926244438472,4769
MALE,40,35-44,RURAL AREAS,Pomorskie,VOCATIONAL/GRAMMAR,production and processing,EMPLOYED IN PRIVATE SECTOR,0,1500.0,MARRIED,9.0,1995.0,,,PLEASED,7.0,MOST PEOPLE CAN BE TRUSTED,YES,NO OPINION,YES,2,YES,25,YES,NO,NO,-8,NO,,,NONE,168.0,64.0,22.6757369614512,1895
FEMALE,29,25-34,"URBAN 100,000-200,000",Pomorskie,VOCATIONAL/GRAMMAR,services for the population and transport services,EMPLOYED IN PRIVATE SECTOR,0,300.0,MARRIED,7.0,2007.0,,,MOSTLY SATISFIED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,2,NO,-8,NO,NO,NO,-8,NO,,,NONE,164.0,63.0,23.4235574063058,2677
MALE,73,65+,RURAL AREAS,Opolskie,PRIMARY/NO EDUCATION,no specialisation,RETIRED,24,2000.0,MARRIED,10.0,1965.0,,,PLEASED,7.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,7,NO,-8,NO,NO,NO,-8,NO,,,NONE,175.0,70.0,22.857142857142897,596
FEMALE,63,60-64,"URBAN 100,000-200,000",Dolnoslaskie,VOCATIONAL/GRAMMAR,technical science,RETIRED,-8,1250.0,MARRIED,4.0,1970.0,,,MOSTLY SATISFIED,9.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,20,NO,-8,NO,NO,NO,-8,NO,,,NONE,167.0,98.0,35.1393022338556,498
MALE,58,45-59,RURAL AREAS,Podkarpackie,SECONDARY,technical science,LONG-TERM SICK/DISABLED,0,630.0,MARRIED,11.0,1975.0,,,UNHAPPY,14.0,ONE CAN`T BE TOO CAREFUL,NO,NO,NO,0,NO,-8,NO,NO,NO,-8,NO,,,NONE,172.0,98.0,33.1260140616549,3046
FEMALE,53,45-59,"URBAN 100,000-200,000",Podkarpackie,SECONDARY,production and processing,UNEMPLOYED,18,,MARRIED,7.0,1980.0,,,PLEASED,1.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,4,NO,-8,NO,NO,NO,-8,NO,,,NONE,158.0,49.0,19.628264701169694,3201
MALE,34,25-34,"URBAN 200,000-500,000",Dolnoslaskie,VOCATIONAL/GRAMMAR,technical science,EMPLOYED IN PUBLIC SECTOR,-8,2000.0,MARRIED,4.0,2002.0,,,MOSTLY SATISFIED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,3,NO,-8,NO,NO,NO,-8,NO,,,NONE,177.0,66.0,21.0667432730058,45
FEMALE,30,25-34,"URBAN 100,000-200,000",Pomorskie,VOCATIONAL/GRAMMAR,services for the population and transport services,EMPLOYED IN PRIVATE SECTOR,0,1000.0,MARRIED,4.0,2002.0,,,PLEASED,1.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,3,YES,10,NO,NO,NO,-8,NO,,,NONE,170.0,69.0,23.8754325259516,4584
FEMALE,19,16-24,"URBAN BELOW 20,000",Mazowieckie,VOCATIONAL/GRAMMAR,no specialisation,PUPIL OR STUDENT,-8,,SINGLE,,,,,MIXED,6.0,ONE CAN`T BE TOO CAREFUL,NO,NO,NO,0,YES,15,YES,NO,,-8,NO,,,PASSIVE,169.0,57.0,19.957284408809198,1338
FEMALE,86,65+,RURAL AREAS,Mazowieckie,PRIMARY/NO EDUCATION,no specialisation,RETIRED,0,850.0,WIDOWED,2.0,1947.0,12.0,2006.0,PLEASED,12.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,2,NO,-8,NO,NO,NO,-8,NO,,,NONE,156.0,60.0,24.65483234714,43
MALE,21,16-24,RURAL AREAS,Lodzkie,SECONDARY,"agriculture, forestry, fishing",OTHER ECONOMICALLY INACTIVE,-8,300.0,SINGLE,,,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,4,NO,-8,NO,NO,NO,-8,NO,,,NONE,182.0,78.0,23.547880690737802,2424
FEMALE,48,45-59,RURAL AREAS,Zachodnio-pomorskie,SECONDARY,no specialisation,EMPLOYED IN PRIVATE SECTOR,0,1200.0,DE FACTO SEPARATED,5.0,2005.0,6.0,2010.0,MIXED,6.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,3,NO,-8,NO,NO,NO,-8,NO,,,NONE,164.0,72.0,26.769779892920894,725
FEMALE,51,45-59,"URBAN 200,000-500,000",Warminsko-mazurskie,SECONDARY,public health,EMPLOYED IN PUBLIC SECTOR,0,1500.0,MARRIED,8.0,1982.0,,,MOSTLY SATISFIED,2.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,3,NO,-8,NO,NO,NO,-8,NO,,,NONE,157.0,56.0,22.718974400584198,3079
MALE,21,16-24,RURAL AREAS,Podkarpackie,SECONDARY,services for the population and transport services,EMPLOYED IN PUBLIC SECTOR,0,972.0,MARRIED,6.0,2010.0,,,MOSTLY SATISFIED,1.0,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,2,NO,-8,NO,NO,NO,-8,"YES, TO EU COUNTRY",LESS THAN 1 YEAR,FRANCE,ACTIVE,173.0,87.0,29.0687961508904,4382
MALE,18,16-24,RURAL AREAS,Malopolskie,VOCATIONAL/GRAMMAR,no specialisation,PUPIL OR STUDENT,0,128.0,SINGLE,,,,,MOSTLY SATISFIED,2.0,IT`S DIFFICULT TO TELL,YES,YES,NO,10,NO,-8,NO,NO,,-8,"YES, TO EU COUNTRY",LESS THAN 1 YEAR,FRANCE,ACTIVE,171.0,60.0,20.5191340925413,1825
FEMALE,78,65+,RURAL AREAS,Mazowieckie,PRIMARY/NO EDUCATION,no specialisation,RETIRED,0,650.0,MARRIED,4.0,1960.0,,,MOSTLY SATISFIED,15.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,4,NO,-8,NO,NO,NO,-8,NO,,,NONE,150.0,71.0,31.5555555555556,1356
FEMALE,64,60-64,RURAL AREAS,Podkarpackie,VOCATIONAL/GRAMMAR,"agriculture, forestry, fishing",RETIRED,0,612.0,MARRIED,7.0,1968.0,,,MOSTLY SATISFIED,10.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,NO,30,NO,-8,NO,NO,NO,-8,NO,,,NONE,172.0,84.0,28.393726338561397,1221
FEMALE,20,16-24,"URBAN BELOW 20,000",Lubuskie,SECONDARY,social sciences,PUPIL OR STUDENT,-8,,SINGLE,,,,,MOSTLY SATISFIED,2.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,2,YES,12,NO,NO,NO,-8,"YES, TO EU COUNTRY",LESS THAN 1 YEAR,GERMANY,PASSIVE,165.0,58.0,21.3039485766759,1049
FEMALE,22,16-24,"URBAN 500,000 AND OVER",Malopolskie,SECONDARY,no specialisation,PUPIL OR STUDENT,24,,SINGLE,,,,,PLEASED,1.0,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,2,YES,2,NO,NO,,-8,NO,,,ACTIVE,173.0,59.0,19.7133215276154,321
MALE,35,35-44,RURAL AREAS,Lodzkie,PRIMARY/NO EDUCATION,no specialisation,UNEMPLOYED,20,-8.0,SINGLE,,,,,MIXED,2.0,IT`S DIFFICULT TO TELL,YES,YES,YES,4,YES,20,NO,NO,NO,-8,NO,,,NONE,180.0,76.0,23.456790123456802,4578
MALE,68,65+,"URBAN 100,000-200,000",Warminsko-mazurskie,SECONDARY,technical science,RETIRED,-8,1890.0,MARRIED,1.0,1964.0,,,PLEASED,,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,0,NO,-8,NO,NO,NO,-8,NO,,,NONE,175.0,,,3207
FEMALE,16,16-24,RURAL AREAS,Malopolskie,PRIMARY/NO EDUCATION,no specialisation,PUPIL OR STUDENT,0,,SINGLE,,,,,MIXED,11.0,ONE CAN`T BE TOO CAREFUL,NO,NO,NO,6,NO,-8,NO,NO,,-8,NO,,,ACTIVE,164.0,45.0,16.731112433075598,758
FEMALE,63,60-64,"URBAN BELOW 20,000",Warminsko-mazurskie,VOCATIONAL/GRAMMAR,services for the population and transport services,RETIRED,0,1000.0,MARRIED,10.0,1968.0,,,PLEASED,5.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,5,NO,-8,NO,NO,NO,-8,NO,,,NONE,164.0,89.0,33.090422367638304,1285
MALE,47,45-59,"URBAN 20,000-100,000",Swietokrzyskie,SECONDARY,architecture and construction,SELF-EMPLOYED,12,-8.0,MARRIED,8.0,1988.0,,,MOSTLY SATISFIED,3.0,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,2,NO,-8,NO,NO,NO,-8,"YES, TO EU COUNTRY",LESS THAN 1 YEAR,GREAT BRITAIN,NONE,178.0,90.0,28.405504355510697,1270
FEMALE,18,16-24,RURAL AREAS,Slaskie,VOCATIONAL/GRAMMAR,no specialisation,PUPIL OR STUDENT,24,,SINGLE,,,,,DELIGHTED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,3,NO,-8,NO,NO,NO,-8,NO,,,ACTIVE,152.0,53.0,22.9397506925208,3977
FEMALE,77,65+,RURAL AREAS,Pomorskie,VOCATIONAL/GRAMMAR,production and processing,RETIRED,0,990.0,WIDOWED,4.0,1956.0,6.0,1961.0,MIXED,14.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,20,YES,10,NO,NO,NO,-8,NO,,,NONE,158.0,58.0,23.2334561768947,3897
MALE,19,16-24,"URBAN BELOW 20,000",Dolnoslaskie,VOCATIONAL/GRAMMAR,no specialisation,PUPIL OR STUDENT,-8,700.0,SINGLE,,,,,MOSTLY DISSATISFIED,1.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,4,YES,20,NO,NO,,-8,NO,,,NONE,178.0,63.0,19.8838530488575,1925
FEMALE,17,16-24,RURAL AREAS,Slaskie,VOCATIONAL/GRAMMAR,no specialisation,PUPIL OR STUDENT,-8,,SINGLE,,,,,PLEASED,0.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,NO,4,NO,-8,NO,NO,,-8,NO,,,ACTIVE,162.0,50.0,19.0519737844841,3836
MALE,48,45-59,"URBAN 20,000-100,000",Mazowieckie,VOCATIONAL/GRAMMAR,technical science,LONG-TERM SICK/DISABLED,0,470.0,MARRIED,8.0,1986.0,,,MOSTLY SATISFIED,10.0,MOST PEOPLE CAN BE TRUSTED,YES,NO,NO,6,NO,-8,NO,,NO,-8,NO,,,NONE,185.0,95.0,27.757487216946696,2824
MALE,80,65+,RURAL AREAS,Kujawsko-pomorskie,VOCATIONAL/GRAMMAR,technical science,RETIRED,-8,900.0,LEGALLY SEPARATED,,1998.0,,1998.0,MOSTLY DISSATISFIED,11.0,ONE CAN`T BE TOO CAREFUL,NO OPINION,YES,YES,0,NO,-8,NO,NO,NO,-8,NO,,,NONE,170.0,80.0,27.681660899654002,3218
MALE,47,45-59,"URBAN 100,000-200,000",Swietokrzyskie,SECONDARY,architecture and construction,EMPLOYED IN PUBLIC SECTOR,0,-8.0,SINGLE,,,,,MOSTLY SATISFIED,1.0,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,YES,1,NO,-8,NO,NO,NO,-8,NO,,,NONE,167.0,78.0,27.968016063681002,1909
MALE,62,60-64,RURAL AREAS,Mazowieckie,VOCATIONAL/GRAMMAR,technical science,,0,,MARRIED,4.0,1972.0,,,MOSTLY SATISFIED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,8,NO,-8,NO,NO,NO,-8,NO,,,NONE,,,,1447
MALE,27,25-34,RURAL AREAS,Podkarpackie,SECONDARY,technical science,EMPLOYED IN PRIVATE SECTOR,0,-8.0,MARRIED,2.0,2006.0,,,PLEASED,0.0,IT`S DIFFICULT TO TELL,NO OPINION,NO OPINION,YES,2,YES,10,NO,NO,YES,36,"YES, TO EU COUNTRY",MORE THAN 2 YEARS,NETHERLANDS,PASSIVE,175.0,90.0,29.387755102040806,2069
MALE,58,45-59,RURAL AREAS,Opolskie,PRIMARY/NO EDUCATION,no specialisation,EMPLOYED IN PRIVATE SECTOR,0,1700.0,MARRIED,4.0,1977.0,,,MOSTLY SATISFIED,4.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,20,NO,-8,NO,NO,NO,-8,NO,,,NONE,175.0,95.0,31.0204081632653,3558
MALE,53,45-59,RURAL AREAS,Lodzkie,VOCATIONAL/GRAMMAR,"agriculture, forestry, fishing",FARMER,0,600.0,SINGLE,,,,,MOSTLY SATISFIED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,20,NO,-8,NO,NO,NO,-8,NO,,,NONE,173.0,91.0,30.405292525644,3123
FEMALE,34,25-34,"URBAN 200,000-500,000",Slaskie,POST-SECONDARY OR HIGHER,economy and administration,EMPLOYED IN PRIVATE SECTOR,0,3000.0,MARRIED,2.0,2002.0,,,MOSTLY SATISFIED,0.0,ONE CAN`T BE TOO CAREFUL,NO,NO,NO,3,NO,-8,NO,NO,NO,-8,NO,,,ACTIVE,175.0,65.0,21.224489795918398,2417
FEMALE,62,60-64,"URBAN 200,000-500,000",Opolskie,SECONDARY,economy and administration,RETIRED,0,3000.0,MARRIED,7.0,1967.0,,,PLEASED,2.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,6,NO,-8,NO,NO,NO,-8,NO,,,NONE,164.0,58.0,21.5645449137418,1816
MALE,78,65+,RURAL AREAS,Malopolskie,PRIMARY/NO EDUCATION,no specialisation,RETIRED,-8,1780.0,MARRIED,7.0,1958.0,,,MOSTLY SATISFIED,9.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,3,NO,-8,NO,,NO,-8,NO,,,NONE,163.0,78.0,29.357521924046804,1109
MALE,44,35-44,"URBAN 100,000-200,000",Zachodnio-pomorskie,SECONDARY,technical science,OTHER ECONOMICALLY INACTIVE,12,1500.0,WIDOWED,9.0,1985.0,12.0,1998.0,MOSTLY SATISFIED,1.0,IT`S DIFFICULT TO TELL,YES,NO OPINION,YES,2,YES,20,NO,NO,YES,24,"YES, TO EU COUNTRY",,GERMANY,PASSIVE,175.0,80.0,26.1224489795918,1269
MALE,64,60-64,"URBAN 100,000-200,000",Podkarpackie,POST-SECONDARY OR HIGHER,social sciences,RETIRED,-8,3400.0,MARRIED,10.0,1975.0,,,MOSTLY SATISFIED,6.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,12,NO,-8,YES,NO,NO,-8,NO,,,NONE,171.0,85.0,29.0687732977668,3161
MALE,47,45-59,"URBAN 500,000 AND OVER",Mazowieckie,SECONDARY,technical science,EMPLOYED IN PRIVATE SECTOR,-8,5000.0,MARRIED,6.0,1991.0,,,PLEASED,2.0,MOST PEOPLE CAN BE TRUSTED,YES,NO OPINION,YES,5,NO,-8,NO,NO,NO,-8,NO,,,NONE,178.0,90.0,28.405504355510697,3931
MALE,48,45-59,"URBAN BELOW 20,000",Lubelskie,SECONDARY,no specialisation,SELF-EMPLOYED,0,2500.0,MARRIED,4.0,1998.0,,,MOSTLY SATISFIED,1.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,10,NO,-8,NO,NO,NO,-8,NO,,,NONE,179.0,105.0,32.7705127805,712
MALE,63,60-64,RURAL AREAS,Wielkopolskie,SECONDARY,technical science,FARMER,-8,5000.0,MARRIED,10.0,1971.0,,,MOSTLY SATISFIED,6.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,2,NO,-8,NO,NO,NO,-8,NO,,,NONE,177.0,75.0,23.9394809920521,3439
MALE,34,25-34,"URBAN BELOW 20,000",Podlaskie,SECONDARY,technical science,PUPIL OR STUDENT,-8,3000.0,WIDOWED,5.0,2005.0,2.0,2007.0,MOSTLY DISSATISFIED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,10,YES,20,NO,NO,NO,-8,"YES, TO EU COUNTRY",IT DEPENDS,IRELAND,ACTIVE,182.0,80.0,24.1516725033209,608
